seq	pos	mod	bio	strand	depth	gene	sample_group	seq_tech	lap_type
2	13499547	m1G	mRNA	+	651.5	AT2G31750	Col0_NT	GMUCT	primarymRNA
2	13499548	m3C	mRNA	+	650	AT2G31750	Col0_NT	GMUCT	primarymRNA
2	13642322	Y	mRNA	-	191.5	AT2G32080	Col0_NT	GMUCT	primarymRNA
2	13789154	i6A|t6A	mRNA	-	483.5	AT2G32480	Col0_NT	GMUCT	primarymRNA
2	13864005	Y	mRNA	-	1305.5	AT2G32690	Col0_NT	GMUCT	primarymRNA
2	13864006	m1G	mRNA	-	1387	AT2G32690	Col0_NT	GMUCT	primarymRNA
2	13864007	m1G	mRNA	-	1743.5	AT2G32690	Col0_NT	GMUCT	primarymRNA
2	13864008	m3C	mRNA	-	1821	AT2G32690	Col0_NT	GMUCT	primarymRNA
2	13864034	m1G	mRNA	-	2945.5	AT2G32690	Col0_NT	GMUCT	primarymRNA
2	13864035	i6A|t6A	mRNA	-	3024	AT2G32690	Col0_NT	GMUCT	primarymRNA
2	13864071	i6A|t6A	mRNA	-	4635	AT2G32690	Col0_NT	GMUCT	primarymRNA
2	13864072	m1G	mRNA	-	4972.5	AT2G32690	Col0_NT	GMUCT	primarymRNA
2	13864073	m1G	mRNA	-	5728	AT2G32690	Col0_NT	GMUCT	primarymRNA
2	13864074	m3C	mRNA	-	6212	AT2G32690	Col0_NT	GMUCT	primarymRNA
2	14532890	m1G	mRNA	-	3305	AT2G34480	Col0_NT	GMUCT	primarymRNA
2	14532891	Y	mRNA	-	3288	AT2G34480	Col0_NT	GMUCT	primarymRNA
2	14532892	Y	mRNA	-	3290.5	AT2G34480	Col0_NT	GMUCT	primarymRNA
2	14851627	m1G	mRNA	+	540.5	AT2G35260	Col0_NT	GMUCT	primarymRNA
2	14851628	m1G	mRNA	+	540	AT2G35260	Col0_NT	GMUCT	primarymRNA
2	14851629	m1G	mRNA	+	536.5	AT2G35260	Col0_NT	GMUCT	primarymRNA
2	15166073	D	mRNA	+	1283.5	AT2G36120	Col0_NT	GMUCT	primarymRNA
2	15170505	m3C	mRNA	+	1250.5	AT2G36160	Col0_NT	GMUCT	primarymRNA
2	15170506	m1A|m1I|ms2i6A	mRNA	+	1237.5	AT2G36160	Col0_NT	GMUCT	primarymRNA
2	15170507	m3C	mRNA	+	1147.5	AT2G36160	Col0_NT	GMUCT	primarymRNA
2	15170508	m3C	mRNA	+	1070	AT2G36160	Col0_NT	GMUCT	primarymRNA
2	15635367	m1A|m1I|ms2i6A	mRNA	-	642.5	AT2G37220	Col0_NT	GMUCT	primarymRNA
2	16571321	Y	mRNA	-	715.5	AT2G39730	Col0_NT	GMUCT	primarymRNA
2	16645250	D	mRNA	+	321.5	AT2G39870	Col0_NT	GMUCT	primarymRNA
2	16659209	Y	mRNA	+	132	AT2G39900	Col0_NT	GMUCT	primarymRNA
2	16915140	D	mRNA	+	576.5	AT2G40490	Col0_NT	GMUCT	primarymRNA
2	17376544	m1A|m1I|ms2i6A	mRNA	-	500.5	AT2G41680	Col0_NT	GMUCT	primarymRNA
2	17376547	m1A|m1I|ms2i6A	mRNA	-	599	AT2G41680	Col0_NT	GMUCT	primarymRNA
2	17946179	m1G	mRNA	+	54.5	AT2G43150	Col0_NT	GMUCT	primarymRNA
2	17946227	m1G	mRNA	+	597	AT2G43150	Col0_NT	GMUCT	primarymRNA
2	17946230	m1G	mRNA	+	604.5	AT2G43150	Col0_NT	GMUCT	primarymRNA
2	17946266	m1A|m1I|ms2i6A	mRNA	+	234.5	AT2G43150	Col0_NT	GMUCT	primarymRNA
2	17946314	m1A|m1I|ms2i6A	mRNA	+	384	AT2G43150	Col0_NT	GMUCT	primarymRNA
2	17946344	m1A|m1I|ms2i6A	mRNA	+	807	AT2G43150	Col0_NT	GMUCT	primarymRNA
2	18425891	m1G	mRNA	+	3617.5	AT2G44670	Col0_NT	GMUCT	primarymRNA
2	18425892	m1A|m1I|ms2i6A	mRNA	+	3477	AT2G44670	Col0_NT	GMUCT	primarymRNA
2	18462165	m1A|m1I|ms2i6A	mRNA	-	210	AT2G44790	Col0_NT	GMUCT	primarymRNA
2	18799861	Y	mRNA	-	395.5	AT2G45640	Col0_NT	GMUCT	primarymRNA
2	19181280	m1G	mRNA	+	807	AT2G46690	Col0_NT	GMUCT	primarymRNA
2	19458604	D	mRNA	+	259.5	AT2G47420	Col0_NT	GMUCT	primarymRNA
2	19458606	m1G	mRNA	+	240	AT2G47420	Col0_NT	GMUCT	primarymRNA
2	19473724	D	mRNA	+	221	AT2G47450	Col0_NT	GMUCT	primarymRNA
2	19531553	Y	mRNA	+	389.5	AT2G47610	Col0_NT	GMUCT	primarymRNA
2	19611819	Y	mRNA	-	91.5	AT2G47900	Col0_NT	GMUCT	primarymRNA
3	94184	Y	mRNA	-	127	AT3G01310	Col0_NT	GMUCT	primarymRNA
3	511135	D	mRNA	+	6459.5	AT3G02470	Col0_NT	GMUCT	primarymRNA
3	511137	m1G	mRNA	+	6012	AT3G02470	Col0_NT	GMUCT	primarymRNA
3	569806	m1A|m1I|ms2i6A	mRNA	+	127.5	AT3G02650	Col0_NT	GMUCT	primarymRNA
3	1615416	Y	mRNA	+	372	AT3G05560	Col0_NT	GMUCT	primarymRNA
3	2061988	D	mRNA	+	63.5	AT3G06610	Col0_NT	GMUCT	primarymRNA
3	2117746	m1G	mRNA	-	2130	AT3G06700	Col0_NT	GMUCT	primarymRNA
3	2117747	m1A|m1I|ms2i6A	mRNA	-	2484.5	AT3G06700	Col0_NT	GMUCT	primarymRNA
3	2299991	Y	mRNA	+	1626.5	AT3G07230	Col0_NT	GMUCT	primarymRNA
3	2889525	Y	mRNA	-	7111.5	AT3G09390	Col0_NT	GMUCT	primarymRNA
3	2889526	Y	mRNA	-	7124.5	AT3G09390	Col0_NT	GMUCT	primarymRNA
3	3026832	Y	mRNA	+	421	AT3G09860	Col0_NT	GMUCT	primarymRNA
3	3219140	D	mRNA	+	252.5	AT3G10370	Col0_NT	GMUCT	primarymRNA
3	4384925	m1G	mRNA	-	807.5	AT3G13460	Col0_NT	GMUCT	primarymRNA
3	4384926	m1A|m1I|ms2i6A	mRNA	-	1435.5	AT3G13460	Col0_NT	GMUCT	primarymRNA
3	4384927	m3C	mRNA	-	1648	AT3G13460	Col0_NT	GMUCT	primarymRNA
3	4393439	D	mRNA	-	72.5	AT3G13480	Col0_NT	GMUCT	primarymRNA
3	4731633	i6A|t6A	mRNA	+	894	AT3G14210	Col0_NT	GMUCT	primarymRNA
3	4731634	i6A|t6A	mRNA	+	882	AT3G14210	Col0_NT	GMUCT	primarymRNA
3	5117294	D	mRNA	+	588.5	AT3G15190	Col0_NT	GMUCT	primarymRNA
3	5180918	Y	mRNA	-	3281	AT3G15353	Col0_NT	GMUCT	primarymRNA
3	5180920	m1G	mRNA	-	5192.5	AT3G15353	Col0_NT	GMUCT	primarymRNA
3	5180921	D	mRNA	-	5918	AT3G15353	Col0_NT	GMUCT	primarymRNA
3	5580201	m3C	mRNA	+	2326.5	AT3G16420	Col0_NT	GMUCT	primarymRNA
3	5580203	i6A|t6A	mRNA	+	2284	AT3G16420	Col0_NT	GMUCT	primarymRNA
3	5619247	i6A|t6A	mRNA	-	569	AT3G16520	Col0_NT	GMUCT	primarymRNA
3	6194142	m1G	mRNA	+	4276.5	AT3G18080	Col0_NT	GMUCT	primarymRNA
3	6314045	m1G	mRNA	+	1004	AT3G18390	Col0_NT	GMUCT	primarymRNA
3	6314046	m1G	mRNA	+	962	AT3G18390	Col0_NT	GMUCT	primarymRNA
3	6314047	i6A|t6A	mRNA	+	904	AT3G18390	Col0_NT	GMUCT	primarymRNA
3	7140754	m1G	mRNA	-	495	AT3G20470	Col0_NT	GMUCT	primarymRNA
3	7140756	Y	mRNA	-	506.5	AT3G20470	Col0_NT	GMUCT	primarymRNA
3	8411252	Y	mRNA	+	1791	AT3G23450	Col0_NT	GMUCT	primarymRNA
3	8411369	m1A|m1I|ms2i6A	mRNA	+	3301.5	AT3G23450	Col0_NT	GMUCT	primarymRNA
3	8411370	m1G	mRNA	+	3246.5	AT3G23450	Col0_NT	GMUCT	primarymRNA
3	8411371	m1G	mRNA	+	3157	AT3G23450	Col0_NT	GMUCT	primarymRNA
3	8411669	m3C	mRNA	+	1742	AT3G23450	Col0_NT	GMUCT	primarymRNA
3	8411672	D	mRNA	+	1643	AT3G23450	Col0_NT	GMUCT	primarymRNA
3	8411771	Y	mRNA	+	684.5	AT3G23450	Col0_NT	GMUCT	primarymRNA
3	8534335	D	mRNA	+	93.5	AT3G23710	Col0_NT	GMUCT	primarymRNA
3	8604969	Y	mRNA	+	640.5	AT3G23820	Col0_NT	GMUCT	primarymRNA
3	8732235	m1G	mRNA	-	207	AT3G24170	Col0_NT	GMUCT	primarymRNA
3	8732236	Y	mRNA	-	234.5	AT3G24170	Col0_NT	GMUCT	primarymRNA
3	9306346	Y	mRNA	+	237.5	AT3G25597	Col0_NT	GMUCT	primarymRNA
3	9796072	Y	mRNA	+	1273.5	AT3G26650	Col0_NT	GMUCT	primarymRNA
3	10319228	Y	mRNA	+	2844.5	AT3G27830	Col0_NT	GMUCT	primarymRNA
3	15406374	Y	mRNA	+	335	AT3G43520	Col0_NT	GMUCT	primarymRNA
3	16528651	Y	mRNA	+	510	AT3G45140	Col0_NT	GMUCT	primarymRNA
3	16907821	Y	mRNA	-	364.5	AT3G46000	Col0_NT	GMUCT	primarymRNA
3	17493909	Y	mRNA	-	2288.5	AT3G47470	Col0_NT	GMUCT	primarymRNA
3	17493912	m3C	mRNA	-	2871	AT3G47470	Col0_NT	GMUCT	primarymRNA
3	18504848	Y	mRNA	+	3790.5	AT3G49910	Col0_NT	GMUCT	primarymRNA
3	18855516	Y	mRNA	-	682	AT3G50740	Col0_NT	GMUCT	primarymRNA
3	18855519	D	mRNA	-	784.5	AT3G50740	Col0_NT	GMUCT	primarymRNA
3	19117986	m1A|m1I|ms2i6A	mRNA	-	408	AT3G51550	Col0_NT	GMUCT	primarymRNA
3	19331332	D	mRNA	+	531.5	AT3G52120	Col0_NT	GMUCT	primarymRNA
3	19422888	D	mRNA	+	671	AT3G52380	Col0_NT	GMUCT	primarymRNA
3	20018196	Y	mRNA	+	1377	AT3G54050	Col0_NT	GMUCT	primarymRNA
3	20018198	Y	mRNA	+	1113	AT3G54050	Col0_NT	GMUCT	primarymRNA
3	21948955	m1A|m1I|ms2i6A	mRNA	-	626	AT3G59400	Col0_NT	GMUCT	primarymRNA
3	22956328	m1G	mRNA	-	300.5	AT3G61980	Col0_NT	GMUCT	primarymRNA
3	22975300	i6A|t6A	mRNA	+	1229.5	AT3G62030	Col0_NT	GMUCT	primarymRNA
3	23052786	m3C	mRNA	+	2624.5	AT3G62290	Col0_NT	GMUCT	primarymRNA
3	23091106	Y	mRNA	+	504.5	AT3G62410	Col0_NT	GMUCT	primarymRNA
3	23326702	m1A|m1I|ms2i6A	mRNA	+	359	AT3G63130	Col0_NT	GMUCT	primarymRNA
4	808616	m1G	mRNA	-	1233.5	AT4G01870	Col0_NT	GMUCT	primarymRNA
4	808617	Y	mRNA	-	1384.5	AT4G01870	Col0_NT	GMUCT	primarymRNA
4	1562490	i6A|t6A	mRNA	-	1219.5	AT4G03520	Col0_NT	GMUCT	primarymRNA
4	6301921	i6A|t6A	mRNA	-	446.5	AT4G10080	Col0_NT	GMUCT	primarymRNA
4	6301922	m1G	mRNA	-	456.5	AT4G10080	Col0_NT	GMUCT	primarymRNA
4	6409461	Y	mRNA	+	1425.5	AT4G10340	Col0_NT	GMUCT	primarymRNA
4	6888845	D	mRNA	+	4674	AT4G11320	Col0_NT	GMUCT	primarymRNA
4	7868714	Y	mRNA	+	235.5	AT4G13530	Col0_NT	GMUCT	primarymRNA
4	7924707	D	mRNA	+	861	AT4G13615	Col0_NT	GMUCT	primarymRNA
4	8345099	D	mRNA	+	290	AT4G14540	Col0_NT	GMUCT	primarymRNA
4	8917551	Y	mRNA	+	309	AT4G15630	Col0_NT	GMUCT	primarymRNA
4	8917555	D	mRNA	+	252	AT4G15630	Col0_NT	GMUCT	primarymRNA
4	9293642	D	mRNA	-	81	AT4G16490	Col0_NT	GMUCT	primarymRNA
4	9714329	D	mRNA	-	4983.5	AT4G17390	Col0_NT	GMUCT	primarymRNA
4	9714330	D	mRNA	-	5000	AT4G17390	Col0_NT	GMUCT	primarymRNA
4	10676219	i6A|t6A	mRNA	+	115.5	AT4G19600	Col0_NT	GMUCT	primarymRNA
4	10941597	D	mRNA	+	464.5	AT4G20260	Col0_NT	GMUCT	primarymRNA
4	11334454	m1A|m1I|ms2i6A	mRNA	+	330.5	AT4G21280	Col0_NT	GMUCT	primarymRNA
4	11334455	D	mRNA	+	306.5	AT4G21280	Col0_NT	GMUCT	primarymRNA
4	12007282	i6A|t6A	mRNA	+	311	AT4G22890	Col0_NT	GMUCT	primarymRNA
4	12337233	D	mRNA	-	1230.5	AT4G23680	Col0_NT	GMUCT	primarymRNA
4	12505394	Y	mRNA	+	242	AT4G24060	Col0_NT	GMUCT	primarymRNA
4	12766236	m1A|m1I|ms2i6A	mRNA	-	261	AT4G24770	Col0_NT	GMUCT	primarymRNA
4	13076993	Y	mRNA	-	1003.5	AT4G25640	Col0_NT	GMUCT	primarymRNA
4	13882857	Y	mRNA	+	347.5	AT4G27870	Col0_NT	GMUCT	primarymRNA
4	14288812	m1G	mRNA	+	82.5	AT4G28980	Col0_NT	GMUCT	primarymRNA
4	14305361	m1G	mRNA	+	2227.5	AT4G29020	Col0_NT	GMUCT	primarymRNA
4	14305465	Y	mRNA	+	327.5	AT4G29020	Col0_NT	GMUCT	primarymRNA
4	14307585	m1G	mRNA	+	851.5	AT4G29030	Col0_NT	GMUCT	primarymRNA
4	14764442	D	mRNA	+	640.5	AT4G30170	Col0_NT	GMUCT	primarymRNA
4	16169690	i6A|t6A	mRNA	-	486	AT4G33670	Col0_NT	GMUCT	primarymRNA
4	16234100	i6A|t6A	mRNA	-	1168	AT4G33865	Col0_NT	GMUCT	primarymRNA
4	16234101	m1A|m1I|ms2i6A	mRNA	-	1243.5	AT4G33865	Col0_NT	GMUCT	primarymRNA
4	16348397	m1A|m1I|ms2i6A	mRNA	-	1647	AT4G34138	Col0_NT	GMUCT	primarymRNA
4	16348398	m1G	mRNA	-	1890.5	AT4G34138	Col0_NT	GMUCT	primarymRNA
4	16348399	m1A|m1I|ms2i6A	mRNA	-	2240.5	AT4G34138	Col0_NT	GMUCT	primarymRNA
4	16348400	m1G	mRNA	-	2444.5	AT4G34138	Col0_NT	GMUCT	primarymRNA
4	16558216	Y	mRNA	+	517	AT4G34700	Col0_NT	GMUCT	primarymRNA
4	16614749	m1A|m1I|ms2i6A	mRNA	+	2408	AT4G34870	Col0_NT	GMUCT	primarymRNA
4	16614750	m1G	mRNA	+	2273	AT4G34870	Col0_NT	GMUCT	primarymRNA
4	16614751	m1G	mRNA	+	2137	AT4G34870	Col0_NT	GMUCT	primarymRNA
4	16614752	i6A|t6A	mRNA	+	1912.5	AT4G34870	Col0_NT	GMUCT	primarymRNA
4	16904714	D	mRNA	+	113	AT4G35630	Col0_NT	GMUCT	primarymRNA
4	17309885	D	mRNA	-	597	AT4G36730	Col0_NT	GMUCT	primarymRNA
4	17775435	Y	mRNA	-	127.5	AT4G37800	Col0_NT	GMUCT	primarymRNA
4	17831849	Y	mRNA	-	3842	AT4G37930	Col0_NT	GMUCT	primarymRNA
4	18072530	D	mRNA	-	343	AT4G38680	Col0_NT	GMUCT	primarymRNA
4	18115791	m1G	mRNA	-	200	AT4G38810	Col0_NT	GMUCT	primarymRNA
4	18469674	Y	mRNA	-	272.5	AT4G39800	Col0_NT	GMUCT	primarymRNA
4	18469676	m1G	mRNA	-	341	AT4G39800	Col0_NT	GMUCT	primarymRNA
4	18541313	m1A|m1I|ms2i6A	mRNA	+	253	AT4G39980	Col0_NT	GMUCT	primarymRNA
4	18557484	Y	mRNA	-	4984.5	AT4G40040	Col0_NT	GMUCT	primarymRNA
4	18557504	D	mRNA	-	12440	AT4G40040	Col0_NT	GMUCT	primarymRNA
5	33890	m1G	mRNA	+	226	AT5G01090	Col0_NT	GMUCT	primarymRNA
5	427120	Y	mRNA	+	2015	AT5G02160	Col0_NT	GMUCT	primarymRNA
5	427121	Y	mRNA	+	1995.5	AT5G02160	Col0_NT	GMUCT	primarymRNA
5	427131	D	mRNA	+	1219	AT5G02160	Col0_NT	GMUCT	primarymRNA
5	507152	Y	mRNA	-	856	AT5G02380	Col0_NT	GMUCT	primarymRNA
5	832244	m1G	mRNA	-	243.5	AT5G03380	Col0_NT	GMUCT	primarymRNA
5	1137398	D	mRNA	+	358	AT5G04140	Col0_NT	GMUCT	primarymRNA
5	1325317	m1A|m1I|ms2i6A	mRNA	+	826.5	AT5G04600	Col0_NT	GMUCT	primarymRNA
5	3277600	i6A|t6A	mRNA	-	181.5	AT5G10430	Col0_NT	GMUCT	primarymRNA
5	3277602	m1G	mRNA	-	246	AT5G10430	Col0_NT	GMUCT	primarymRNA
5	3916357	m1G	mRNA	-	581.5	AT5G12110	Col0_NT	GMUCT	primarymRNA
5	3916360	D	mRNA	-	864	AT5G12110	Col0_NT	GMUCT	primarymRNA
5	4387600	m1A|m1I|ms2i6A	mRNA	-	882.5	AT5G13630	Col0_NT	GMUCT	primarymRNA
5	5639933	i6A|t6A	mRNA	-	107.5	AT5G17160	Col0_NT	GMUCT	primarymRNA
5	5725669	D	mRNA	-	111	AT5G17380	Col0_NT	GMUCT	primarymRNA
5	6215319	D	mRNA	+	122.5	AT5G18640	Col0_NT	GMUCT	primarymRNA
5	6695411	D	mRNA	-	192	AT5G19820	Col0_NT	GMUCT	primarymRNA
5	6695415	i6A|t6A	mRNA	-	595	AT5G19820	Col0_NT	GMUCT	primarymRNA
5	6695416	m1G	mRNA	-	608.5	AT5G19820	Col0_NT	GMUCT	primarymRNA
5	6836062	D	mRNA	+	506.5	AT5G20250	Col0_NT	GMUCT	primarymRNA
5	6851749	m1A|m1I|ms2i6A	mRNA	-	700	AT5G20290	Col0_NT	GMUCT	primarymRNA
5	7736923	i6A|t6A	mRNA	-	172.5	AT5G23060	Col0_NT	GMUCT	primarymRNA
5	7736924	m1G	mRNA	-	180	AT5G23060	Col0_NT	GMUCT	primarymRNA
5	9817092	D	mRNA	+	826	AT5G27720	Col0_NT	GMUCT	primarymRNA
5	9817094	m1G	mRNA	+	729.5	AT5G27720	Col0_NT	GMUCT	primarymRNA
5	16781171	Y	mRNA	+	205	AT5G41920	Col0_NT	GMUCT	primarymRNA
5	17170621	m1G	mRNA	-	448.5	AT5G42820	Col0_NT	GMUCT	primarymRNA
5	17170622	m1G	mRNA	-	479.5	AT5G42820	Col0_NT	GMUCT	primarymRNA
5	18699645	D	mRNA	+	1626.5	AT5G46110	Col0_NT	GMUCT	primarymRNA
5	18989026	m1G	mRNA	-	161	AT5G46800	Col0_NT	GMUCT	primarymRNA
5	18989027	m1G	mRNA	-	163	AT5G46800	Col0_NT	GMUCT	primarymRNA
5	19170501	Y	mRNA	-	324.5	AT5G47210	Col0_NT	GMUCT	primarymRNA
5	19170502	i6A|t6A	mRNA	-	361	AT5G47210	Col0_NT	GMUCT	primarymRNA
5	19170503	m1A|m1I|ms2i6A	mRNA	-	444	AT5G47210	Col0_NT	GMUCT	primarymRNA
5	20245782	Y	mRNA	+	134	AT5G49810	Col0_NT	GMUCT	primarymRNA
5	20551469	m1A|m1I|ms2i6A	mRNA	-	375.5	AT5G50460	Col0_NT	GMUCT	primarymRNA
5	21172311	m1G	mRNA	+	736	AT5G52100	Col0_NT	GMUCT	primarymRNA
5	21172312	m1G	mRNA	+	733.5	AT5G52100	Col0_NT	GMUCT	primarymRNA
5	21765311	D	mRNA	-	100.5	AT5G53580	Col0_NT	GMUCT	primarymRNA
5	22157972	Y	mRNA	+	152	AT5G54540	Col0_NT	GMUCT	primarymRNA
5	22688838	Y	mRNA	+	496	AT5G56030	Col0_NT	GMUCT	primarymRNA
5	23443267	D	mRNA	+	517.5	AT5G57870	Col0_NT	GMUCT	primarymRNA
5	25111556	m1G	mRNA	+	298.5	AT5G62560	Col0_NT	GMUCT	primarymRNA
5	25453687	m1A|m1I|ms2i6A	mRNA	+	483.5	AT5G63570	Col0_NT	GMUCT	primarymRNA
5	25453688	m1G	mRNA	+	482.5	AT5G63570	Col0_NT	GMUCT	primarymRNA
5	25704531	D	mRNA	+	218	AT5G64260	Col0_NT	GMUCT	primarymRNA
5	26052527	i6A|t6A	mRNA	-	301.5	AT5G65207	Col0_NT	GMUCT	primarymRNA
5	26052528	m1G	mRNA	-	315	AT5G65207	Col0_NT	GMUCT	primarymRNA
5	26149948	D	mRNA	-	324	AT5G65430	Col0_NT	GMUCT	primarymRNA
5	26300031	D	mRNA	+	348	AT5G65730	Col0_NT	GMUCT	primarymRNA
5	26412287	D	mRNA	-	568	AT5G66050	Col0_NT	GMUCT	primarymRNA
5	26412289	D	mRNA	-	692.5	AT5G66050	Col0_NT	GMUCT	primarymRNA
Pt	25829	m1G	mRNA	-	230	ATCG00190	Col0_NT	GMUCT	primarymRNA
Pt	33750	m1A|m1I|ms2i6A	mRNA	+	1138.5	ATCG00270	Col0_NT	GMUCT	primarymRNA
Pt	33751	m3C	mRNA	+	1137	ATCG00270	Col0_NT	GMUCT	primarymRNA
Pt	127359	m1G	mRNA	-	146.5	ATCG01130	Col0_NT	GMUCT	primarymRNA
1	118628	m1A|m1I|ms2i6A	three_prime_UTR	+	1009.5	AT1G01300	Col0_NT	GMUCT	threeUTR
1	225838	Y	three_prime_UTR	-	446	AT1G01620	Col0_NT	GMUCT	threeUTR
1	2130255	m1A|m1I|ms2i6A	three_prime_UTR	-	246.5	AT1G06950	Col0_NT	GMUCT	threeUTR
1	2130256	m1G	three_prime_UTR	-	264	AT1G06950	Col0_NT	GMUCT	threeUTR
1	3159258	m1G	three_prime_UTR	-	482.5	AT1G09760	Col0_NT	GMUCT	threeUTR
1	3159259	m1G	three_prime_UTR	-	539	AT1G09760	Col0_NT	GMUCT	threeUTR
1	3159260	Y	three_prime_UTR	-	616.5	AT1G09760	Col0_NT	GMUCT	threeUTR
1	3159261	D	three_prime_UTR	-	652	AT1G09760	Col0_NT	GMUCT	threeUTR
1	3564529	Y	three_prime_UTR	+	152	AT1G10720	Col0_NT	GMUCT	threeUTR
1	3755759	m1G	three_prime_UTR	-	331.5	AT1G11210	Col0_NT	GMUCT	threeUTR
1	3755760	m1A|m1I|ms2i6A	three_prime_UTR	-	392	AT1G11210	Col0_NT	GMUCT	threeUTR
1	3755761	m1A|m1I|ms2i6A	three_prime_UTR	-	419.5	AT1G11210	Col0_NT	GMUCT	threeUTR
1	3755762	D	three_prime_UTR	-	466	AT1G11210	Col0_NT	GMUCT	threeUTR
1	4090037	Y	three_prime_UTR	-	4227	AT1G12090	Col0_NT	GMUCT	threeUTR
1	6568536	Y	three_prime_UTR	+	302.5	AT1G19020	Col0_NT	GMUCT	threeUTR
1	7084691	Y	three_prime_UTR	-	364.5	AT1G20440	Col0_NT	GMUCT	threeUTR
1	7875732	D	three_prime_UTR	+	968.5	AT1G22280	Col0_NT	GMUCT	threeUTR
1	8338385	D	three_prime_UTR	+	1838	AT1G23490	Col0_NT	GMUCT	threeUTR
1	8861287	m1A|m1I|ms2i6A	three_prime_UTR	+	378	AT1G25275	Col0_NT	GMUCT	threeUTR
1	9089714	D	three_prime_UTR	-	134	AT1G26270	Col0_NT	GMUCT	threeUTR
1	12157175	m1G	three_prime_UTR	-	236.5	AT1G33520	Col0_NT	GMUCT	threeUTR
1	19475089	Y	three_prime_UTR	-	560	AT1G52300	Col0_NT	GMUCT	threeUTR
1	20183682	m1A|m1I|ms2i6A	three_prime_UTR	-	430.5	AT1G54080	Col0_NT	GMUCT	threeUTR
1	24052649	D	three_prime_UTR	-	97.5	AT1G64750	Col0_NT	GMUCT	threeUTR
1	24114854	Y	three_prime_UTR	+	273	AT1G64900	Col0_NT	GMUCT	threeUTR
1	26563960	Y	three_prime_UTR	-	775	AT1G70490	Col0_NT	GMUCT	threeUTR
1	28460675	m1G	three_prime_UTR	+	807	AT1G75800	Col0_NT	GMUCT	threeUTR
1	28460677	Y	three_prime_UTR	+	762	AT1G75800	Col0_NT	GMUCT	threeUTR
2	199585	Y	three_prime_UTR	-	291	AT2G01450	Col0_NT	GMUCT	threeUTR
2	199588	Y	three_prime_UTR	-	688	AT2G01450	Col0_NT	GMUCT	threeUTR
2	8911990	D	three_prime_UTR	-	1425.5	AT2G20670	Col0_NT	GMUCT	threeUTR
2	8911993	Y	three_prime_UTR	-	1621	AT2G20670	Col0_NT	GMUCT	threeUTR
2	11515140	m1G	three_prime_UTR	-	489	AT2G26980	Col0_NT	GMUCT	threeUTR
2	13035425	D	three_prime_UTR	+	419.5	AT2G30590	Col0_NT	GMUCT	threeUTR
2	13642322	Y	three_prime_UTR	-	191.5	AT2G32080	Col0_NT	GMUCT	threeUTR
2	14532890	m1G	three_prime_UTR	-	3305	AT2G34480	Col0_NT	GMUCT	threeUTR
2	14532891	Y	three_prime_UTR	-	3288	AT2G34480	Col0_NT	GMUCT	threeUTR
2	14532892	Y	three_prime_UTR	-	3290.5	AT2G34480	Col0_NT	GMUCT	threeUTR
2	14851627	m1G	three_prime_UTR	+	540.5	AT2G35260	Col0_NT	GMUCT	threeUTR
2	14851628	m1G	three_prime_UTR	+	540	AT2G35260	Col0_NT	GMUCT	threeUTR
2	14851629	m1G	three_prime_UTR	+	536.5	AT2G35260	Col0_NT	GMUCT	threeUTR
2	16645250	D	three_prime_UTR	+	321.5	AT2G39870	Col0_NT	GMUCT	threeUTR
2	16915140	D	three_prime_UTR	+	576.5	AT2G40490	Col0_NT	GMUCT	threeUTR
2	18425891	m1G	three_prime_UTR	+	3617.5	AT2G44670	Col0_NT	GMUCT	threeUTR
2	18425892	m1A|m1I|ms2i6A	three_prime_UTR	+	3477	AT2G44670	Col0_NT	GMUCT	threeUTR
2	18462165	m1A|m1I|ms2i6A	three_prime_UTR	-	210	AT2G44790	Col0_NT	GMUCT	threeUTR
2	18799861	Y	three_prime_UTR	-	395.5	AT2G45640	Col0_NT	GMUCT	threeUTR
2	19181280	m1G	three_prime_UTR	+	807	AT2G46690	Col0_NT	GMUCT	threeUTR
2	19531553	Y	three_prime_UTR	+	389.5	AT2G47610	Col0_NT	GMUCT	threeUTR
3	94184	Y	three_prime_UTR	-	127	AT3G01310	Col0_NT	GMUCT	threeUTR
3	1615416	Y	three_prime_UTR	+	372	AT3G05560	Col0_NT	GMUCT	threeUTR
3	2061988	D	three_prime_UTR	+	63.5	AT3G06610	Col0_NT	GMUCT	threeUTR
3	2889525	Y	three_prime_UTR	-	7111.5	AT3G09390	Col0_NT	GMUCT	threeUTR
3	2889526	Y	three_prime_UTR	-	7124.5	AT3G09390	Col0_NT	GMUCT	threeUTR
3	3219140	D	three_prime_UTR	+	252.5	AT3G10370	Col0_NT	GMUCT	threeUTR
3	4384925	m1G	three_prime_UTR	-	807.5	AT3G13460	Col0_NT	GMUCT	threeUTR
3	4384926	m1A|m1I|ms2i6A	three_prime_UTR	-	1435.5	AT3G13460	Col0_NT	GMUCT	threeUTR
3	4384927	m3C	three_prime_UTR	-	1648	AT3G13460	Col0_NT	GMUCT	threeUTR
3	4731633	i6A|t6A	three_prime_UTR	+	894	AT3G14210	Col0_NT	GMUCT	threeUTR
3	4731634	i6A|t6A	three_prime_UTR	+	882	AT3G14210	Col0_NT	GMUCT	threeUTR
3	6194142	m1G	three_prime_UTR	+	4276.5	AT3G18080	Col0_NT	GMUCT	threeUTR
3	10319228	Y	three_prime_UTR	+	2844.5	AT3G27830	Col0_NT	GMUCT	threeUTR
